input,output,split
96 + 07 = ???,96 + 07 = 103,train
86 + 28 = ???,86 + 28 = 114,train
91 + 18 = ???,91 + 18 = 109,train
93 + 47 = ???,93 + 47 = 140,train
97 + 28 = ???,97 + 28 = 125,train
86 + 36 = ???,86 + 36 = 122,train
98 + 78 = ???,98 + 78 = 176,train
80 + 84 = ???,80 + 84 = 164,train
75 + 24 = ???,75 + 24 = 099,train
06 + 62 = ???,06 + 62 = 068,train
27 + 43 = ???,27 + 43 = 070,train
51 + 24 = ???,51 + 24 = 075,train
65 + 06 = ???,65 + 06 = 071,train
88 + 93 = ???,88 + 93 = 181,train
24 + 74 = ???,24 + 74 = 098,train
39 + 27 = ???,39 + 27 = 066,train
97 + 83 = ???,97 + 83 = 180,train
88 + 11 = ???,88 + 11 = 099,train
99 + 90 = ???,99 + 90 = 189,train
35 + 65 = ???,35 + 65 = 100,train
71 + 53 = ???,71 + 53 = 124,train
26 + 94 = ???,26 + 94 = 120,train
48 + 95 = ???,48 + 95 = 143,train
86 + 89 = ???,86 + 89 = 175,train
65 + 82 = ???,65 + 82 = 147,train
47 + 01 = ???,47 + 01 = 048,train
73 + 33 = ???,73 + 33 = 106,train
28 + 49 = ???,28 + 49 = 077,train
77 + 37 = ???,77 + 37 = 114,train
32 + 69 = ???,32 + 69 = 101,train
43 + 79 = ???,43 + 79 = 122,train
06 + 31 = ???,06 + 31 = 037,train
59 + 02 = ???,59 + 02 = 061,train
15 + 05 = ???,15 + 05 = 020,train
97 + 99 = ???,97 + 99 = 196,train
55 + 07 = ???,55 + 07 = 062,train
35 + 23 = ???,35 + 23 = 058,train
27 + 97 = ???,27 + 97 = 124,train
86 + 55 = ???,86 + 55 = 141,train
89 + 02 = ???,89 + 02 = 091,train
73 + 94 = ???,73 + 94 = 167,train
29 + 93 = ???,29 + 93 = 122,train
60 + 44 = ???,60 + 44 = 104,train
63 + 83 = ???,63 + 83 = 146,train
83 + 09 = ???,83 + 09 = 092,train
69 + 95 = ???,69 + 95 = 164,train
44 + 78 = ???,44 + 78 = 122,train
14 + 65 = ???,14 + 65 = 079,train
57 + 61 = ???,57 + 61 = 118,train
24 + 64 = ???,24 + 64 = 088,train
05 + 16 = ???,05 + 16 = 021,train
84 + 00 = ???,84 + 00 = 084,train
29 + 41 = ???,29 + 41 = 070,train
73 + 85 = ???,73 + 85 = 158,train
95 + 98 = ???,95 + 98 = 193,train
61 + 57 = ???,61 + 57 = 118,train
12 + 29 = ???,12 + 29 = 041,train
25 + 68 = ???,25 + 68 = 093,train
17 + 63 = ???,17 + 63 = 080,train
28 + 50 = ???,28 + 50 = 078,train
55 + 79 = ???,55 + 79 = 134,train
70 + 94 = ???,70 + 94 = 164,train
97 + 00 = ???,97 + 00 = 097,train
93 + 15 = ???,93 + 15 = 108,train
74 + 29 = ???,74 + 29 = 103,train
42 + 44 = ???,42 + 44 = 086,train
21 + 24 = ???,21 + 24 = 045,train
89 + 94 = ???,89 + 94 = 183,train
24 + 41 = ???,24 + 41 = 065,train
98 + 17 = ???,98 + 17 = 115,train
51 + 10 = ???,51 + 10 = 061,train
34 + 48 = ???,34 + 48 = 082,train
79 + 70 = ???,79 + 70 = 149,train
81 + 38 = ???,81 + 38 = 119,train
72 + 58 = ???,72 + 58 = 130,train
61 + 48 = ???,61 + 48 = 109,train
51 + 38 = ???,51 + 38 = 089,train
15 + 52 = ???,15 + 52 = 067,train
49 + 54 = ???,49 + 54 = 103,train
69 + 62 = ???,69 + 62 = 131,train
21 + 31 = ???,21 + 31 = 052,train
78 + 33 = ???,78 + 33 = 111,train
17 + 23 = ???,17 + 23 = 040,train
29 + 15 = ???,29 + 15 = 044,train
65 + 85 = ???,65 + 85 = 150,train
44 + 06 = ???,44 + 06 = 050,train
69 + 11 = ???,69 + 11 = 080,train
46 + 61 = ???,46 + 61 = 107,train
71 + 32 = ???,71 + 32 = 103,train
17 + 35 = ???,17 + 35 = 052,train
69 + 98 = ???,69 + 98 = 167,train
10 + 84 = ???,10 + 84 = 094,train
37 + 72 = ???,37 + 72 = 109,train
60 + 72 = ???,60 + 72 = 132,train
35 + 73 = ???,35 + 73 = 108,train
35 + 70 = ???,35 + 70 = 105,train
69 + 58 = ???,69 + 58 = 127,train
76 + 98 = ???,76 + 98 = 174,train
78 + 67 = ???,78 + 67 = 145,train
10 + 85 = ???,10 + 85 = 095,train
95 + 46 = ???,95 + 46 = 141,train
51 + 98 = ???,51 + 98 = 149,train
01 + 99 = ???,01 + 99 = 100,train
83 + 10 = ???,83 + 10 = 093,train
25 + 92 = ???,25 + 92 = 117,train
57 + 27 = ???,57 + 27 = 084,train
39 + 80 = ???,39 + 80 = 119,train
49 + 62 = ???,49 + 62 = 111,train
46 + 59 = ???,46 + 59 = 105,train
70 + 26 = ???,70 + 26 = 096,train
85 + 39 = ???,85 + 39 = 124,train
00 + 46 = ???,00 + 46 = 046,train
46 + 11 = ???,46 + 11 = 057,train
58 + 02 = ???,58 + 02 = 060,train
54 + 38 = ???,54 + 38 = 092,train
90 + 94 = ???,90 + 94 = 184,train
06 + 81 = ???,06 + 81 = 087,train
73 + 44 = ???,73 + 44 = 117,train
85 + 87 = ???,85 + 87 = 172,train
25 + 60 = ???,25 + 60 = 085,train
36 + 06 = ???,36 + 06 = 042,train
36 + 28 = ???,36 + 28 = 064,train
04 + 43 = ???,04 + 43 = 047,train
01 + 76 = ???,01 + 76 = 077,train
91 + 69 = ???,91 + 69 = 160,train
72 + 78 = ???,72 + 78 = 150,train
24 + 97 = ???,24 + 97 = 121,train
65 + 08 = ???,65 + 08 = 073,train
85 + 93 = ???,85 + 93 = 178,train
88 + 84 = ???,88 + 84 = 172,train
34 + 75 = ???,34 + 75 = 109,train
74 + 48 = ???,74 + 48 = 122,train
54 + 47 = ???,54 + 47 = 101,train
34 + 42 = ???,34 + 42 = 076,train
25 + 49 = ???,25 + 49 = 074,train
83 + 19 = ???,83 + 19 = 102,train
85 + 34 = ???,85 + 34 = 119,train
69 + 81 = ???,69 + 81 = 150,train
07 + 49 = ???,07 + 49 = 056,train
19 + 54 = ???,19 + 54 = 073,train
41 + 26 = ???,41 + 26 = 067,train
47 + 36 = ???,47 + 36 = 083,train
32 + 95 = ???,32 + 95 = 127,train
64 + 20 = ???,64 + 20 = 084,train
97 + 77 = ???,97 + 77 = 174,train
65 + 91 = ???,65 + 91 = 156,train
34 + 86 = ???,34 + 86 = 120,train
70 + 40 = ???,70 + 40 = 110,train
11 + 13 = ???,11 + 13 = 024,train
28 + 20 = ???,28 + 20 = 048,train
34 + 45 = ???,34 + 45 = 079,train
48 + 77 = ???,48 + 77 = 125,train
77 + 74 = ???,77 + 74 = 151,train
94 + 53 = ???,94 + 53 = 147,train
29 + 82 = ???,29 + 82 = 111,train
32 + 74 = ???,32 + 74 = 106,train
03 + 90 = ???,03 + 90 = 093,train
88 + 15 = ???,88 + 15 = 103,train
82 + 24 = ???,82 + 24 = 106,train
51 + 36 = ???,51 + 36 = 087,train
97 + 17 = ???,97 + 17 = 114,train
88 + 49 = ???,88 + 49 = 137,train
66 + 59 = ???,66 + 59 = 125,train
32 + 07 = ???,32 + 07 = 039,train
17 + 99 = ???,17 + 99 = 116,train
86 + 17 = ???,86 + 17 = 103,train
35 + 08 = ???,35 + 08 = 043,train
79 + 48 = ???,79 + 48 = 127,train
93 + 97 = ???,93 + 97 = 190,train
89 + 30 = ???,89 + 30 = 119,train
05 + 48 = ???,05 + 48 = 053,train
30 + 34 = ???,30 + 34 = 064,train
64 + 92 = ???,64 + 92 = 156,train
05 + 09 = ???,05 + 09 = 014,train
09 + 46 = ???,09 + 46 = 055,train
89 + 60 = ???,89 + 60 = 149,train
50 + 08 = ???,50 + 08 = 058,train
68 + 37 = ???,68 + 37 = 105,train
53 + 24 = ???,53 + 24 = 077,train
98 + 10 = ???,98 + 10 = 108,train
99 + 27 = ???,99 + 27 = 126,train
73 + 49 = ???,73 + 49 = 122,train
77 + 63 = ???,77 + 63 = 140,train
72 + 60 = ???,72 + 60 = 132,train
12 + 97 = ???,12 + 97 = 109,train
69 + 82 = ???,69 + 82 = 151,train
19 + 25 = ???,19 + 25 = 044,train
94 + 07 = ???,94 + 07 = 101,train
84 + 85 = ???,84 + 85 = 169,train
09 + 00 = ???,09 + 00 = 009,train
79 + 54 = ???,79 + 54 = 133,train
73 + 72 = ???,73 + 72 = 145,train
48 + 76 = ???,48 + 76 = 124,train
35 + 51 = ???,35 + 51 = 086,train
27 + 29 = ???,27 + 29 = 056,train
19 + 34 = ???,19 + 34 = 053,train
11 + 20 = ???,11 + 20 = 031,train
84 + 90 = ???,84 + 90 = 174,train
36 + 65 = ???,36 + 65 = 101,train
13 + 39 = ???,13 + 39 = 052,train
15 + 58 = ???,15 + 58 = 073,train
81 + 15 = ???,81 + 15 = 096,train
56 + 43 = ???,56 + 43 = 099,train
64 + 42 = ???,64 + 42 = 106,train
23 + 45 = ???,23 + 45 = 068,train
21 + 27 = ???,21 + 27 = 048,train
27 + 24 = ???,27 + 24 = 051,train
37 + 71 = ???,37 + 71 = 108,train
85 + 21 = ???,85 + 21 = 106,train
80 + 28 = ???,80 + 28 = 108,train
99 + 00 = ???,99 + 00 = 099,train
20 + 42 = ???,20 + 42 = 062,train
04 + 88 = ???,04 + 88 = 092,train
89 + 27 = ???,89 + 27 = 116,train
32 + 82 = ???,32 + 82 = 114,train
80 + 25 = ???,80 + 25 = 105,train
03 + 86 = ???,03 + 86 = 089,train
75 + 83 = ???,75 + 83 = 158,train
36 + 16 = ???,36 + 16 = 052,train
79 + 20 = ???,79 + 20 = 099,train
44 + 33 = ???,44 + 33 = 077,train
51 + 70 = ???,51 + 70 = 121,train
11 + 84 = ???,11 + 84 = 095,train
78 + 77 = ???,78 + 77 = 155,train
81 + 95 = ???,81 + 95 = 176,train
67 + 18 = ???,67 + 18 = 085,train
65 + 19 = ???,65 + 19 = 084,train
80 + 32 = ???,80 + 32 = 112,train
04 + 18 = ???,04 + 18 = 022,train
48 + 32 = ???,48 + 32 = 080,train
14 + 14 = ???,14 + 14 = 028,train
85 + 23 = ???,85 + 23 = 108,train
04 + 08 = ???,04 + 08 = 012,train
01 + 55 = ???,01 + 55 = 056,train
11 + 51 = ???,11 + 51 = 062,train
65 + 05 = ???,65 + 05 = 070,train
77 + 83 = ???,77 + 83 = 160,train
00 + 09 = ???,00 + 09 = 009,train
36 + 25 = ???,36 + 25 = 061,train
09 + 27 = ???,09 + 27 = 036,train
77 + 14 = ???,77 + 14 = 091,train
22 + 18 = ???,22 + 18 = 040,train
81 + 82 = ???,81 + 82 = 163,train
69 + 67 = ???,69 + 67 = 136,train
14 + 62 = ???,14 + 62 = 076,train
09 + 63 = ???,09 + 63 = 072,train
69 + 29 = ???,69 + 29 = 098,train
15 + 13 = ???,15 + 13 = 028,train
80 + 55 = ???,80 + 55 = 135,train
87 + 15 = ???,87 + 15 = 102,train
23 + 41 = ???,23 + 41 = 064,train
79 + 42 = ???,79 + 42 = 121,train
73 + 80 = ???,73 + 80 = 153,train
68 + 89 = ???,68 + 89 = 157,train
24 + 58 = ???,24 + 58 = 082,train
07 + 33 = ???,07 + 33 = 040,train
03 + 20 = ???,03 + 20 = 023,train
99 + 44 = ???,99 + 44 = 143,train
21 + 15 = ???,21 + 15 = 036,train
78 + 62 = ???,78 + 62 = 140,train
21 + 12 = ???,21 + 12 = 033,train
53 + 77 = ???,53 + 77 = 130,train
30 + 69 = ???,30 + 69 = 099,train
54 + 68 = ???,54 + 68 = 122,train
46 + 63 = ???,46 + 63 = 109,train
82 + 67 = ???,82 + 67 = 149,train
93 + 53 = ???,93 + 53 = 146,train
29 + 49 = ???,29 + 49 = 078,train
53 + 26 = ???,53 + 26 = 079,train
28 + 51 = ???,28 + 51 = 079,train
40 + 20 = ???,40 + 20 = 060,train
34 + 82 = ???,34 + 82 = 116,train
99 + 22 = ???,99 + 22 = 121,train
95 + 69 = ???,95 + 69 = 164,train
05 + 10 = ???,05 + 10 = 015,train
50 + 57 = ???,50 + 57 = 107,train
52 + 68 = ???,52 + 68 = 120,train
81 + 21 = ???,81 + 21 = 102,train
25 + 34 = ???,25 + 34 = 059,train
64 + 35 = ???,64 + 35 = 099,train
39 + 59 = ???,39 + 59 = 098,train
83 + 52 = ???,83 + 52 = 135,train
08 + 85 = ???,08 + 85 = 093,train
84 + 94 = ???,84 + 94 = 178,train
50 + 88 = ???,50 + 88 = 138,train
61 + 65 = ???,61 + 65 = 126,train
75 + 50 = ???,75 + 50 = 125,train
03 + 09 = ???,03 + 09 = 012,train
81 + 61 = ???,81 + 61 = 142,train
28 + 37 = ???,28 + 37 = 065,train
18 + 00 = ???,18 + 00 = 018,train
47 + 63 = ???,47 + 63 = 110,train
59 + 71 = ???,59 + 71 = 130,train
34 + 66 = ???,34 + 66 = 100,train
46 + 60 = ???,46 + 60 = 106,train
37 + 24 = ???,37 + 24 = 061,train
54 + 98 = ???,54 + 98 = 152,train
46 + 47 = ???,46 + 47 = 093,train
61 + 58 = ???,61 + 58 = 119,train
72 + 81 = ???,72 + 81 = 153,train
48 + 98 = ???,48 + 98 = 146,train
55 + 71 = ???,55 + 71 = 126,train
38 + 15 = ???,38 + 15 = 053,train
45 + 07 = ???,45 + 07 = 052,train
14 + 67 = ???,14 + 67 = 081,train
14 + 80 = ???,14 + 80 = 094,train
22 + 23 = ???,22 + 23 = 045,train
27 + 83 = ???,27 + 83 = 110,train
97 + 19 = ???,97 + 19 = 116,train
77 + 19 = ???,77 + 19 = 096,train
25 + 43 = ???,25 + 43 = 068,train
57 + 12 = ???,57 + 12 = 069,train
04 + 50 = ???,04 + 50 = 054,train
90 + 00 = ???,90 + 00 = 090,train
40 + 38 = ???,40 + 38 = 078,train
61 + 86 = ???,61 + 86 = 147,train
99 + 23 = ???,99 + 23 = 122,train
44 + 84 = ???,44 + 84 = 128,train
58 + 34 = ???,58 + 34 = 092,train
86 + 10 = ???,86 + 10 = 096,train
29 + 59 = ???,29 + 59 = 088,train
28 + 45 = ???,28 + 45 = 073,train
36 + 39 = ???,36 + 39 = 075,train
40 + 83 = ???,40 + 83 = 123,train
19 + 61 = ???,19 + 61 = 080,train
05 + 69 = ???,05 + 69 = 074,train
76 + 31 = ???,76 + 31 = 107,train
22 + 98 = ???,22 + 98 = 120,train
03 + 37 = ???,03 + 37 = 040,train
99 + 06 = ???,99 + 06 = 105,train
69 + 55 = ???,69 + 55 = 124,train
96 + 77 = ???,96 + 77 = 173,train
51 + 06 = ???,51 + 06 = 057,train
64 + 10 = ???,64 + 10 = 074,train
88 + 39 = ???,88 + 39 = 127,train
85 + 99 = ???,85 + 99 = 184,train
46 + 78 = ???,46 + 78 = 124,train
06 + 42 = ???,06 + 42 = 048,train
28 + 59 = ???,28 + 59 = 087,train
47 + 70 = ???,47 + 70 = 117,train
96 + 75 = ???,96 + 75 = 171,train
90 + 65 = ???,90 + 65 = 155,train
27 + 16 = ???,27 + 16 = 043,train
16 + 08 = ???,16 + 08 = 024,train
59 + 92 = ???,59 + 92 = 151,train
38 + 47 = ???,38 + 47 = 085,train
88 + 59 = ???,88 + 59 = 147,train
07 + 18 = ???,07 + 18 = 025,train
98 + 63 = ???,98 + 63 = 161,train
11 + 83 = ???,11 + 83 = 094,train
00 + 03 = ???,00 + 03 = 003,train
97 + 47 = ???,97 + 47 = 144,train
62 + 00 = ???,62 + 00 = 062,train
27 + 03 = ???,27 + 03 = 030,train
78 + 18 = ???,78 + 18 = 096,train
98 + 51 = ???,98 + 51 = 149,train
94 + 82 = ???,94 + 82 = 176,train
34 + 76 = ???,34 + 76 = 110,train
13 + 74 = ???,13 + 74 = 087,train
29 + 50 = ???,29 + 50 = 079,train
55 + 42 = ???,55 + 42 = 097,train
93 + 54 = ???,93 + 54 = 147,train
37 + 90 = ???,37 + 90 = 127,train
10 + 39 = ???,10 + 39 = 049,train
69 + 74 = ???,69 + 74 = 143,train
79 + 94 = ???,79 + 94 = 173,train
94 + 45 = ???,94 + 45 = 139,train
58 + 71 = ???,58 + 71 = 129,train
95 + 34 = ???,95 + 34 = 129,train
02 + 05 = ???,02 + 05 = 007,train
55 + 51 = ???,55 + 51 = 106,train
53 + 67 = ???,53 + 67 = 120,train
59 + 01 = ???,59 + 01 = 060,train
33 + 18 = ???,33 + 18 = 051,train
25 + 39 = ???,25 + 39 = 064,train
95 + 28 = ???,95 + 28 = 123,train
89 + 73 = ???,89 + 73 = 162,train
28 + 15 = ???,28 + 15 = 043,train
62 + 91 = ???,62 + 91 = 153,train
03 + 23 = ???,03 + 23 = 026,train
73 + 81 = ???,73 + 81 = 154,train
78 + 01 = ???,78 + 01 = 079,train
92 + 67 = ???,92 + 67 = 159,train
13 + 94 = ???,13 + 94 = 107,train
86 + 56 = ???,86 + 56 = 142,train
19 + 60 = ???,19 + 60 = 079,train
37 + 36 = ???,37 + 36 = 073,train
05 + 85 = ???,05 + 85 = 090,train
64 + 24 = ???,64 + 24 = 088,train
41 + 94 = ???,41 + 94 = 135,train
95 + 71 = ???,95 + 71 = 166,train
98 + 07 = ???,98 + 07 = 105,train
49 + 37 = ???,49 + 37 = 086,train
71 + 54 = ???,71 + 54 = 125,train
25 + 22 = ???,25 + 22 = 047,train
62 + 52 = ???,62 + 52 = 114,train
11 + 59 = ???,11 + 59 = 070,train
63 + 99 = ???,63 + 99 = 162,train
99 + 39 = ???,99 + 39 = 138,train
16 + 40 = ???,16 + 40 = 056,train
82 + 89 = ???,82 + 89 = 171,train
11 + 65 = ???,11 + 65 = 076,train
23 + 09 = ???,23 + 09 = 032,train
35 + 12 = ???,35 + 12 = 047,train
46 + 95 = ???,46 + 95 = 141,train
68 + 34 = ???,68 + 34 = 102,train
51 + 93 = ???,51 + 93 = 144,train
40 + 07 = ???,40 + 07 = 047,train
54 + 52 = ???,54 + 52 = 106,train
31 + 77 = ???,31 + 77 = 108,train
70 + 56 = ???,70 + 56 = 126,train
07 + 74 = ???,07 + 74 = 081,train
19 + 73 = ???,19 + 73 = 092,train
23 + 81 = ???,23 + 81 = 104,train
24 + 57 = ???,24 + 57 = 081,train
43 + 06 = ???,43 + 06 = 049,train
57 + 73 = ???,57 + 73 = 130,train
06 + 90 = ???,06 + 90 = 096,train
05 + 26 = ???,05 + 26 = 031,train
93 + 60 = ???,93 + 60 = 153,train
40 + 35 = ???,40 + 35 = 075,train
71 + 55 = ???,71 + 55 = 126,train
16 + 38 = ???,16 + 38 = 054,train
35 + 18 = ???,35 + 18 = 053,train
62 + 58 = ???,62 + 58 = 120,train
94 + 77 = ???,94 + 77 = 171,train
27 + 93 = ???,27 + 93 = 120,train
93 + 52 = ???,93 + 52 = 145,train
10 + 19 = ???,10 + 19 = 029,train
40 + 92 = ???,40 + 92 = 132,train
17 + 36 = ???,17 + 36 = 053,train
63 + 31 = ???,63 + 31 = 094,train
69 + 63 = ???,69 + 63 = 132,train
48 + 52 = ???,48 + 52 = 100,train
51 + 37 = ???,51 + 37 = 088,train
92 + 34 = ???,92 + 34 = 126,train
32 + 15 = ???,32 + 15 = 047,train
89 + 64 = ???,89 + 64 = 153,train
20 + 02 = ???,20 + 02 = 022,train
58 + 66 = ???,58 + 66 = 124,train
12 + 42 = ???,12 + 42 = 054,train
15 + 81 = ???,15 + 81 = 096,train
79 + 33 = ???,79 + 33 = 112,train
06 + 63 = ???,06 + 63 = 069,train
08 + 47 = ???,08 + 47 = 055,train
71 + 93 = ???,71 + 93 = 164,train
99 + 64 = ???,99 + 64 = 163,train
83 + 99 = ???,83 + 99 = 182,train
57 + 22 = ???,57 + 22 = 079,train
81 + 71 = ???,81 + 71 = 152,train
22 + 61 = ???,22 + 61 = 083,train
58 + 15 = ???,58 + 15 = 073,train
67 + 86 = ???,67 + 86 = 153,train
39 + 09 = ???,39 + 09 = 048,train
24 + 39 = ???,24 + 39 = 063,train
04 + 04 = ???,04 + 04 = 008,train
27 + 77 = ???,27 + 77 = 104,train
05 + 37 = ???,05 + 37 = 042,train
39 + 07 = ???,39 + 07 = 046,train
79 + 92 = ???,79 + 92 = 171,train
10 + 07 = ???,10 + 07 = 017,train
47 + 82 = ???,47 + 82 = 129,train
97 + 10 = ???,97 + 10 = 107,train
16 + 27 = ???,16 + 27 = 043,train
34 + 72 = ???,34 + 72 = 106,train
52 + 34 = ???,52 + 34 = 086,train
84 + 81 = ???,84 + 81 = 165,train
31 + 51 = ???,31 + 51 = 082,train
07 + 71 = ???,07 + 71 = 078,train
72 + 41 = ???,72 + 41 = 113,train
67 + 39 = ???,67 + 39 = 106,train
69 + 05 = ???,69 + 05 = 074,train
45 + 99 = ???,45 + 99 = 144,train
30 + 70 = ???,30 + 70 = 100,train
32 + 39 = ???,32 + 39 = 071,train
67 + 63 = ???,67 + 63 = 130,train
66 + 08 = ???,66 + 08 = 074,train
00 + 84 = ???,00 + 84 = 084,train
39 + 68 = ???,39 + 68 = 107,train
72 + 80 = ???,72 + 80 = 152,train
81 + 18 = ???,81 + 18 = 099,train
54 + 08 = ???,54 + 08 = 062,train
91 + 61 = ???,91 + 61 = 152,train
86 + 79 = ???,86 + 79 = 165,train
41 + 59 = ???,41 + 59 = 100,train
37 + 50 = ???,37 + 50 = 087,train
69 + 41 = ???,69 + 41 = 110,train
78 + 84 = ???,78 + 84 = 162,train
29 + 89 = ???,29 + 89 = 118,train
56 + 83 = ???,56 + 83 = 139,train
52 + 62 = ???,52 + 62 = 114,train
69 + 00 = ???,69 + 00 = 069,train
37 + 37 = ???,37 + 37 = 074,train
33 + 65 = ???,33 + 65 = 098,train
35 + 87 = ???,35 + 87 = 122,train
86 + 53 = ???,86 + 53 = 139,train
02 + 09 = ???,02 + 09 = 011,train
81 + 13 = ???,81 + 13 = 094,train
89 + 39 = ???,89 + 39 = 128,train
68 + 73 = ???,68 + 73 = 141,train
24 + 63 = ???,24 + 63 = 087,train
02 + 24 = ???,02 + 24 = 026,train
23 + 75 = ???,23 + 75 = 098,train
49 + 34 = ???,49 + 34 = 083,train
48 + 03 = ???,48 + 03 = 051,train
60 + 71 = ???,60 + 71 = 131,train
12 + 69 = ???,12 + 69 = 081,train
62 + 89 = ???,62 + 89 = 151,train
30 + 52 = ???,30 + 52 = 082,train
02 + 48 = ???,02 + 48 = 050,train
50 + 02 = ???,50 + 02 = 052,train
87 + 23 = ???,87 + 23 = 110,train
34 + 07 = ???,34 + 07 = 041,train
84 + 43 = ???,84 + 43 = 127,train
20 + 09 = ???,20 + 09 = 029,train
49 + 88 = ???,49 + 88 = 137,train
05 + 93 = ???,05 + 93 = 098,train
83 + 31 = ???,83 + 31 = 114,train
02 + 16 = ???,02 + 16 = 018,train
19 + 43 = ???,19 + 43 = 062,train
85 + 81 = ???,85 + 81 = 166,train
69 + 27 = ???,69 + 27 = 096,train
05 + 68 = ???,05 + 68 = 073,train
43 + 17 = ???,43 + 17 = 060,train
82 + 63 = ???,82 + 63 = 145,train
17 + 29 = ???,17 + 29 = 046,train
42 + 39 = ???,42 + 39 = 081,train
35 + 06 = ???,35 + 06 = 041,train
70 + 79 = ???,70 + 79 = 149,train
45 + 20 = ???,45 + 20 = 065,train
88 + 78 = ???,88 + 78 = 166,train
63 + 28 = ???,63 + 28 = 091,train
56 + 54 = ???,56 + 54 = 110,train
12 + 83 = ???,12 + 83 = 095,train
25 + 69 = ???,25 + 69 = 094,train
78 + 25 = ???,78 + 25 = 103,train
16 + 80 = ???,16 + 80 = 096,train
15 + 14 = ???,15 + 14 = 029,train
36 + 47 = ???,36 + 47 = 083,train
48 + 36 = ???,48 + 36 = 084,train
92 + 58 = ???,92 + 58 = 150,train
09 + 24 = ???,09 + 24 = 033,train
54 + 89 = ???,54 + 89 = 143,train
30 + 68 = ???,30 + 68 = 098,train
85 + 73 = ???,85 + 73 = 158,train
16 + 14 = ???,16 + 14 = 030,train
42 + 58 = ???,42 + 58 = 100,train
03 + 24 = ???,03 + 24 = 027,train
35 + 34 = ???,35 + 34 = 069,train
51 + 14 = ???,51 + 14 = 065,train
64 + 49 = ???,64 + 49 = 113,train
09 + 45 = ???,09 + 45 = 054,train
99 + 08 = ???,99 + 08 = 107,train
28 + 74 = ???,28 + 74 = 102,train
99 + 21 = ???,99 + 21 = 120,train
67 + 16 = ???,67 + 16 = 083,train
74 + 16 = ???,74 + 16 = 090,train
72 + 70 = ???,72 + 70 = 142,train
78 + 04 = ???,78 + 04 = 082,train
26 + 02 = ???,26 + 02 = 028,train
34 + 00 = ???,34 + 00 = 034,train
49 + 21 = ???,49 + 21 = 070,train
05 + 73 = ???,05 + 73 = 078,train
23 + 88 = ???,23 + 88 = 111,train
63 + 04 = ???,63 + 04 = 067,train
90 + 73 = ???,90 + 73 = 163,train
72 + 71 = ???,72 + 71 = 143,train
39 + 92 = ???,39 + 92 = 131,train
84 + 34 = ???,84 + 34 = 118,train
33 + 80 = ???,33 + 80 = 113,train
39 + 26 = ???,39 + 26 = 065,train
50 + 52 = ???,50 + 52 = 102,train
03 + 29 = ???,03 + 29 = 032,train
21 + 98 = ???,21 + 98 = 119,train
53 + 20 = ???,53 + 20 = 073,train
35 + 94 = ???,35 + 94 = 129,train
41 + 93 = ???,41 + 93 = 134,train
19 + 36 = ???,19 + 36 = 055,train
45 + 13 = ???,45 + 13 = 058,train
55 + 57 = ???,55 + 57 = 112,train
01 + 08 = ???,01 + 08 = 009,train
45 + 53 = ???,45 + 53 = 098,train
42 + 33 = ???,42 + 33 = 075,train
81 + 19 = ???,81 + 19 = 100,train
29 + 88 = ???,29 + 88 = 117,train
48 + 27 = ???,48 + 27 = 075,train
07 + 55 = ???,07 + 55 = 062,train
82 + 91 = ???,82 + 91 = 173,train
01 + 22 = ???,01 + 22 = 023,train
33 + 76 = ???,33 + 76 = 109,train
94 + 54 = ???,94 + 54 = 148,train
00 + 36 = ???,00 + 36 = 036,train
80 + 09 = ???,80 + 09 = 089,train
94 + 08 = ???,94 + 08 = 102,train
09 + 86 = ???,09 + 86 = 095,train
60 + 81 = ???,60 + 81 = 141,train
95 + 65 = ???,95 + 65 = 160,train
74 + 86 = ???,74 + 86 = 160,train
01 + 80 = ???,01 + 80 = 081,train
76 + 06 = ???,76 + 06 = 082,train
81 + 77 = ???,81 + 77 = 158,train
84 + 68 = ???,84 + 68 = 152,train
97 + 61 = ???,97 + 61 = 158,train
78 + 17 = ???,78 + 17 = 095,train
23 + 52 = ???,23 + 52 = 075,train
96 + 90 = ???,96 + 90 = 186,train
77 + 70 = ???,77 + 70 = 147,train
15 + 63 = ???,15 + 63 = 078,train
12 + 02 = ???,12 + 02 = 014,train
45 + 24 = ???,45 + 24 = 069,train
16 + 15 = ???,16 + 15 = 031,train
97 + 41 = ???,97 + 41 = 138,train
73 + 93 = ???,73 + 93 = 166,train
80 + 85 = ???,80 + 85 = 165,train
85 + 80 = ???,85 + 80 = 165,train
31 + 53 = ???,31 + 53 = 084,train
11 + 02 = ???,11 + 02 = 013,train
65 + 74 = ???,65 + 74 = 139,train
87 + 73 = ???,87 + 73 = 160,train
37 + 23 = ???,37 + 23 = 060,train
20 + 40 = ???,20 + 40 = 060,train
82 + 97 = ???,82 + 97 = 179,train
63 + 07 = ???,63 + 07 = 070,train
18 + 96 = ???,18 + 96 = 114,train
66 + 12 = ???,66 + 12 = 078,train
42 + 65 = ???,42 + 65 = 107,train
68 + 11 = ???,68 + 11 = 079,train
50 + 76 = ???,50 + 76 = 126,train
98 + 50 = ???,98 + 50 = 148,train
44 + 81 = ???,44 + 81 = 125,train
63 + 15 = ???,63 + 15 = 078,train
69 + 08 = ???,69 + 08 = 077,train
03 + 17 = ???,03 + 17 = 020,train
60 + 28 = ???,60 + 28 = 088,train
44 + 52 = ???,44 + 52 = 096,train
66 + 13 = ???,66 + 13 = 079,train
